date,A000020,A000040,A000050,A000060,A000070,A000080,A000100,A000120,A000140,A000150,A000180,A000210,A000220,A000230,A000240,A000250,A000270,A000300,A000320,A000370,A000390,A000400,A000430,A000440,A000480,A000490,A000500,A000520,A000540,A000590,A000640,A000650,A000660,A000670,A000680,A000700,A000720,A000760,A000810,A000850,A000860,A000880,A000890,A000910,A000950,A000970,A000990,A001000,A001020,A001040,A001060,A001070,A001080,A001120,A001130,A001140,A001200,A001210,A001230,A001250,A001260,A001270,A001290,A001340,A001360,A001380,A001390,A001420,A001430,A001440,A001450,A001460,A001470,A001500,A001510,A001520,A001530,A001540,A001550,A001560,A001570,A001620,A001630,A001680,A001720,A001740,A001750,A001770,A001780,A001790,A001800,A001810,A001820,A001840,A001880,A001940,A002020,A002030,A002070,A002100
2018-07-13,10950,2557,13850,18950,111500,18950.0,41406,170000,8590,78773,2595,75300,13750,13236,18000,44100.0,31450,1060,13700,6510,7770,2695,3995,6540,84400,7170,23550,26000,6270,76900,99900,85100,88800,728000,3060,6020,54700,21200,266000,54300,26250,31050,871,4200,22600,9940,18850,2865,3317,140030,33588,11000,18900,22800,179000,1515,3005,7250,7450,3465,17550,24250,2955,3140,3195,2710,28650,4000,20450,1225,34300,265000,1232,9610,1036,1900,54879,11550.0,20750,6690.0,2235,1175,67300,26600,56400,4710,7290,20290,3590.0,24150,25350,2840,107500,7270,13150,11900,40800,127000,2955,9530
2018-07-16,10800,2565,13700,18700,110500,18450.0,41589,168000,8530,78773,2635,74300,14400,13418,18200,43350.0,31950,1065,13700,6460,7560,2690,4015,6530,84000,7060,23550,25400,6250,77000,99500,85200,89300,733000,3110,6050,54400,21550,264000,53900,25950,30600,864,4145,22450,9800,18700,2860,3331,139558,33731,11000,18750,22550,179500,1410,2980,7200,7350,3400,17200,24500,2890,3155,3215,2690,28750,4025,20700,1205,34250,261000,1228,9620,1040,1870,54396,11950.0,21000,6660.0,2230,1155,66600,25650,56500,4640,7350,19667,3530.0,24100,24650,2885,105000,7230,12800,11800,40750,127500,2955,9550
2018-07-17,11050,2557,13750,18600,108000,18500.0,41406,167500,8480,78222,2605,75200,14550,13190,18100,42800.0,32400,1065,13500,6440,7700,2680,4005,6520,83400,7030,23450,24800,6200,76500,100500,85000,88600,729000,3205,6040,53800,21500,262500,52900,25700,30550,859,4065,22450,9830,18850,2835,3358,139087,34065,10700,18750,22550,176000,1405,2945,7220,7400,3400,17150,24500,2805,3140,3205,2690,28000,3965,20750,1205,34000,261000,1224,9470,1040,1860,54492,11950.0,20700,6670.0,2215,1165,66600,25450,56600,4650,7410,19623,3640.0,24400,23850,2880,104500,7110,12950,11800,40950,127500,2913,9250
2018-07-18,10950,2513,13750,18650,105500,18400.0,40307,167000,8430,77434,2550,73500,14250,13144,17800,40750.0,31600,1050,13500,6360,7550,2625,3985,6600,83600,6860,22700,23300,6240,75500,98600,85800,89300,721000,3205,6000,51700,21600,264500,53300,25600,30350,850,3980,21900,9630,18600,2775,3386,136258,33493,10900,18700,22400,176500,1335,2930,7080,7220,3305,15650,23100,3320,3130,3080,2615,27700,3825,20750,1180,33800,258000,1184,9380,1040,1805,54686,11800.0,19250,6660.0,2230,1145,66300,24700,56700,4580,7440,18955,3510.0,24000,23700,2800,103000,6730,13400,11750,41900,127000,2905,8550
2018-07-19,10600,2472,13400,18700,103500,18100.0,39391,155000,8430,76646,2545,73000,13550,13007,17650,39500.0,31900,1050,13550,6350,7620,2625,3945,6660,83600,6940,22700,22450,6240,75200,97600,84500,90300,711000,3185,5940,51400,21100,263500,53500,25650,30050,842,4000,21250,9310,18250,2730,3482,131072,32920,10900,18350,22200,174000,1320,2905,7110,7130,3235,14950,23350,3295,3070,3080,2520,27700,3805,20600,1140,33100,258500,1166,9320,1218,1810,54975,11600.0,18800,6590.0,2230,1130,65200,24100,56700,4515,7500,18911,3460.0,24250,23300,2740,103000,6750,13500,11650,40600,128500,2918,8230
2018-07-20,10500,2436,13250,18250,102500,18150.0,40215,161500,8390,76095,2550,73000,13600,12916,18000,39750.0,32200,1045,13550,6510,7770,2635,3925,6700,81900,6940,22650,23100,6240,74400,98400,85100,87900,716000,3240,5970,52000,21050,267500,53200,25600,31600,842,3990,20700,9320,18200,2810,3619,134372,33254,10900,18350,21900,175000,1315,2895,7080,7030,3210,14600,23800,3290,3035,3125,2520,27150,3795,20050,1130,34050,258500,1146,9400,1167,1830,54299,11450.0,18400,6590.0,2230,1125,65200,24750,56700,4525,7510,18199,3410.0,23400,22950,2735,101000,6550,13750,11700,40950,126000,2934,8080
2018-07-23,10350,2419,13200,18350,105500,18250.0,39665,161000,8400,76095,2520,73900,13000,13007,18200,37950.0,32500,1020,13400,6560,7350,2565,3775,6730,81100,6940,22200,21000,6170,71800,97800,83100,81700,713000,3100,5890,50000,20750,273500,53100,25500,31800,835,3860,20300,8970,17050,2670,3427,134844,32873,10850,17950,22700,171000,1230,2825,7070,7350,3095,13050,23800,3275,3035,2970,2410,25300,3690,20350,1095,35950,257500,1072,9260,1157,1800,53719,11250.0,17000,6500.0,2195,1050,63800,25100,56700,4515,7390,17799,3250.0,23750,22700,2670,97900,6000,12950,11400,40200,124500,2884,7620
2018-07-24,10700,2399,13050,18550,111000,18300.0,40307,155500,8350,77198,2610,75800,13150,12962,18400,38050.0,31800,1010,13450,6620,7330,2645,3850,6730,81900,7160,22800,21100,6180,73700,99100,84500,83600,730000,3155,5740,53900,20800,272000,52800,25500,31550,841,4065,20500,9520,17400,2630,3495,134844,32825,10900,18350,22600,173000,1335,2845,7040,7510,3120,14700,23850,3250,3015,2990,2465,26000,3790,20800,1155,36200,255000,1140,9250,1101,1875,53140,11200.0,19150,6330.0,2195,1050,64200,25000,57000,4575,7410,17710,3375.0,23250,22800,2700,102000,6650,13100,11500,40000,125000,2918,8200
2018-07-25,10200,2379,12650,18700,110000,18000.0,39665,156500,8280,78616,2555,75700,12850,12779,18400,35850.0,32200,988,13500,6620,7330,2570,3960,6690,81900,7000,22650,22400,6180,73700,96800,83700,80500,732000,3160,5710,55200,20800,271000,51500,25450,31800,828,4015,20300,9590,17350,2730,3331,132958,32300,11000,18350,22350,173500,1340,2855,7040,7480,3110,14650,23550,3225,2955,2880,2430,25500,3730,21000,1135,35500,252000,1112,9250,1129,1865,53526,11250.0,19100,6190.0,2185,1055,63100,25250,56900,4515,7420,17799,3370.0,23600,23050,2695,100500,6720,12750,11450,39500,127000,2842,8350
2018-07-26,10500,2391,12650,18300,112500,17850.0,41131,157500,8280,78773,2605,76400,13350,12825,18450,38000.0,31850,1005,13900,6480,7430,2550,4000,6710,82800,7240,22400,22000,6180,73900,97800,83600,83100,741000,3195,5720,56400,20800,270500,51800,25450,31950,835,4115,20150,9800,16500,2810,3262,132015,32777,11000,18650,22700,177500,1465,2885,7150,7670,3240,19000,23550,3020,2955,2945,2480,25650,3885,21050,1165,34950,254000,1182,9440,1143,1870,53526,11350.0,24800,6350.0,2200,1080,64400,26150,57700,4535,7400,18066,3475.0,23150,22750,2770,102500,7680,13250,11500,39850,128500,2859,10100
2018-07-27,10650,2395,12900,18650,113000,18050.0,40765,156500,8290,79955,2635,76100,13300,12779,18600,39850.0,31950,1015,14000,6550,7560,2560,4020,6700,83800,7530,22250,21650,6160,74900,97000,83800,86100,743000,3160,5730,56000,21350,270500,52500,26100,32200,847,4115,20600,9760,17550,2860,3290,130600,32682,10950,18600,22800,176000,1490,2875,7190,7720,3265,18550,23900,3000,2955,2955,2515,26900,3845,20950,1165,35450,256500,1158,9540,1115,1890,54299,11500.0,26400,6360.0,2205,1080,64700,25600,57300,4535,7460,18422,3505.0,23000,22750,2780,101000,7750,13400,11450,40600,128500,2884,10000
2018-07-30,10950,2379,12950,18650,113000,18150.0,40765,154000,8400,79955,2670,77300,13450,12733,18500,39550.0,31700,1145,14000,6730,7550,2615,4135,6720,84300,7600,22100,21300,6160,75800,95100,83500,85900,743000,3190,5690,58800,21050,275000,52000,26100,32150,849,4175,20250,10000,16750,2860,3358,130129,33302,10900,19000,22900,177000,1510,2870,7230,7780,3270,19900,23550,2960,3025,2950,2520,28000,3865,21150,1185,36600,255500,1182,9620,1101,1905,54009,11700.0,26450,6360.0,2205,1075,64400,24800,57200,4720,7440,18066,3565.0,23050,22750,2800,91500,7660,13400,11550,40650,128000,2892,10600
2018-07-31,11050,2375,12750,18400,114000,18200.0,40856,151000,8440,81924,2630,78400,13650,12779,18500,39250.0,31700,1110,13850,6640,7770,2680,4125,6730,84600,7390,22050,21650,6170,74600,96500,83600,86300,761000,3170,5690,58500,21300,273000,52000,25800,32150,849,4095,20400,10000,16800,2930,3386,132486,34256,11000,18950,23600,178000,1400,2900,7200,7650,3305,18750,23950,2960,3050,3015,2500,28950,3790,21450,1170,36650,257500,1162,9630,1082,1920,54009,11800.0,25200,6260.0,2190,1095,64900,24600,57900,4705,7420,17754,3480.0,23500,22650,2800,89100,7270,13700,11550,40950,125500,2884,10200
2018-08-01,11400,2375,12850,18700,115000,18050.0,41040,152000,8470,82318,2665,79000,13850,12779,18650,41300.0,31750,1110,14250,6970,8200,2730,4170,6730,84700,7500,21850,22200,6350,74200,98500,83700,85600,757000,3140,5740,58600,21150,273000,51700,25950,32250,851,4070,20750,10100,17250,2900,3454,132958,34542,11050,19000,23600,180500,1430,2935,7250,7890,3300,19200,23850,2935,3075,3080,2500,28950,4020,21050,1175,38000,258500,1172,9800,1064,1885,54879,11700.0,25150,6310.0,2210,1100,65800,25100,58000,4680,7460,17799,3530.0,23450,23050,2850,90300,7350,14000,11550,41650,126000,2951,10900
2018-08-02,11450,2371,12850,18550,114500,17900.0,41040,151500,8460,81924,2660,79200,13500,12733,18300,40000.0,31050,1085,14300,6880,8330,2670,4200,6710,84500,7350,22100,21500,6310,73400,97500,83700,83200,739000,3115,5750,58500,21100,267000,51800,25700,31900,849,4050,20500,9870,17000,2865,3564,132486,33827,11150,18850,23000,179500,1405,2870,7240,7690,3250,19200,23850,2930,3090,3035,2465,29000,4090,20450,1190,37100,258000,1180,9580,1017,1870,55169,11500.0,25250,6310.0,2215,1070,65700,24750,57200,4500,7440,18021,3585.0,23850,22550,2850,88500,7310,14100,11550,40800,127500,2955,10750
2018-08-03,11650,2371,12950,18600,115000,18100.0,41040,154000,8500,85863,2715,79500,13500,12825,18800,42250.0,31000,1140,14350,7020,8270,2730,4185,6700,83600,7430,22000,22050,6350,73600,98000,84000,83300,740000,3135,5710,59600,21200,265500,53600,26050,34000,851,4050,20900,9910,17000,2845,3537,132486,34113,11150,19100,23850,179000,1440,2880,7210,7780,3240,19350,23750,2960,3095,3055,2495,28900,4020,20550,1215,36950,256000,1184,9700,1003,1920,55072,11500.0,25700,6410.0,2230,1085,68300,24950,58200,4590,7520,18199,3505.0,23400,22800,2980,88800,7460,14400,11600,41300,127500,2934,11150
2018-08-06,11650,2366,12850,19150,116500,17900.0,41223,151500,8490,85469,2715,79100,14050,12825,18800,41800.0,31600,1090,14400,7260,8360,2865,4135,6700,85000,7380,21950,22450,6460,73000,99000,84500,79400,749000,3200,5710,57100,21400,276000,52300,26300,33400,888,4055,22100,10050,16450,2880,3578,135315,34161,11150,19350,23600,181500,1420,2900,7200,8170,3255,18900,23650,2960,3080,3020,2495,27900,4015,21150,1205,38350,254000,1160,9770,998,1885,55652,11700.0,27300,6500.0,2250,1080,68800,24950,58700,4630,7500,18199,3520.0,23800,22800,2965,81800,7340,14600,11900,41500,128500,2951,11600
2018-08-07,11650,2371,13100,18750,116500,17950.0,41772,152500,8460,84681,2705,79800,14050,12962,18650,41300.0,31850,1085,14550,7290,8320,2880,4145,6720,85400,7360,22250,23500,6370,72900,99700,84700,80700,748000,3205,5730,58200,20950,277000,51900,26700,32900,892,4055,21600,10000,16100,2865,3564,136730,34686,11350,19400,23600,181500,1455,2880,7250,8280,3230,19050,24000,2905,3095,3055,2480,28650,3955,21000,1185,38550,254000,1158,9750,993,1905,56038,11600.0,27500,6360.0,2320,1100,69300,24550,58400,4640,7490,18333,3500.0,24100,22600,2960,82900,7220,15200,12150,41600,128500,2930,11450
2018-08-08,11550,2366,13200,18800,107500,17850.0,41040,150500,8490,86257,2815,77000,13900,12779,18550,41300.0,32150,1040,14700,7190,8220,2890,4030,6680,85500,7410,22200,22750,6400,72400,99500,84600,79800,742000,3190,5790,59100,20800,277000,51900,26750,32950,892,4060,21500,10150,16950,2880,3537,135315,34447,11450,19250,23400,182000,1465,2890,7240,8200,3265,19300,23800,2870,3090,3050,2460,28250,4010,20550,1215,37450,251000,1158,9730,989,1890,56618,11650.0,31850,6350.0,2320,1085,69200,24250,58500,4670,7490,18244,3540.0,24050,22550,3030,79400,7410,15000,12000,40800,130000,2930,12300
2018-08-09,11600,2354,13450,19350,105000,17550.0,41498,151000,8470,85863,2800,77500,14050,12779,18850,42450.0,32050,1030,14700,7180,8440,2835,4100,6660,85300,7390,22100,23050,6310,72800,101500,85000,78000,745000,3190,5600,58900,20850,279000,52100,27350,32800,878,4055,21850,10200,16050,2830,3495,133901,34876,11450,19250,23400,178500,1430,2795,7170,8070,3255,19050,23650,2855,3075,3090,2470,28050,3915,20550,1210,36700,248000,1148,9680,970,1895,56618,11900.0,31450,6350.0,2325,1085,68900,24350,58800,4630,7440,18555,3510.0,23950,22050,3040,80300,7420,14650,12000,40900,129500,2926,12100
2018-08-10,11500,2350,13500,19100,107000,17900.0,42139,150500,8470,87438,2820,79000,13850,12825,18850,42100.0,32250,1040,14700,7150,8350,2815,4145,6620,83100,7420,22000,22900,6310,73100,102000,84900,75100,753000,3195,5740,60800,21350,278500,51700,27450,33450,876,4110,21500,10200,15800,2770,3427,137673,34781,11450,19400,23450,177500,1495,2670,7200,8310,3265,20450,24100,2865,3055,3100,2465,28350,3875,20300,1210,36950,246000,1168,9620,965,1940,56908,11800.0,32900,6340.0,2325,1080,68500,25150,59000,4605,7440,18688,3590.0,24100,22600,3000,75800,7700,15150,11950,40650,130500,2972,12200
2018-08-13,11300,2342,13400,18600,103500,17600.0,41131,143500,8320,84287,2710,78000,13250,12505,18950,39850.0,32300,1005,14000,6920,8300,2725,4075,6460,83000,7180,22000,21450,6130,73100,99200,84600,75400,740000,3160,5710,57700,21150,274500,51600,26700,32300,853,4155,21550,9840,15550,2685,3372,133901,33493,11400,19650,22850,176000,1415,2575,7070,7980,3140,18450,23700,2860,3000,2975,2375,26650,3850,20550,1160,37200,250000,1120,9510,946,1900,56715,11400.0,29750,6270.0,2305,1055,67700,24400,58400,4565,7250,18155,3430.0,23900,22100,2930,77100,7430,14700,11600,38650,129000,2934,10850
2018-08-14,11300,2362,13100,18950,103000,17500.0,41314,144500,8300,85863,2740,78700,13600,12779,18650,40250.0,31500,1000,14000,6900,8600,2730,4165,6640,83200,7320,21900,21650,6080,73200,101500,84500,75900,745000,3150,5760,60000,20850,272500,51300,27050,32800,830,4290,21450,10000,16200,2755,3495,134372,34161,11500,19600,23200,182500,1445,2565,7130,8160,3200,19400,23750,2905,3010,3010,2450,27000,4015,20550,1175,37700,251500,1138,9510,946,1970,57971,11550.0,34150,6300.0,2260,1060,68300,24500,58100,4635,7330,18244,3490.0,24000,22200,2970,73000,7920,14850,11950,39000,127000,2943,11850
2018-08-16,10600,2334,13450,18600,102000,16450.0,40490,145000,8050,86650,2740,78900,12900,12825,18550,39900.0,32400,1000,14100,6730,8800,2715,4040,6430,84200,7340,21950,21150,6080,72900,100000,84100,74700,729000,3125,5650,59700,20500,272000,50600,27050,31450,790,4340,21200,10200,16600,2725,3413,132958,33684,11250,19800,22800,182000,1530,2580,7100,7910,3145,20500,23650,2980,3005,2965,2435,27500,4065,20300,1215,38600,257000,1124,9530,942,1930,59130,11250.0,34200,6300.0,2265,1060,67800,27100,58200,4540,7250,18199,3555.0,22900,20000,2945,77300,8320,14400,11900,38100,129500,2955,11900
2018-08-17,10900,2334,13600,18650,102000,16500.0,41406,143500,8000,86257,2735,78300,13300,12870,18450,40750.0,32100,1000,14100,6800,8630,2705,4055,6600,85000,7430,21950,22450,6080,73400,100500,84100,74500,717000,3045,5700,60300,20700,272000,50500,27000,31400,799,4280,21850,10300,16250,2755,3345,130600,35878,11300,20800,23000,182000,1535,2650,7100,7870,3150,21400,23000,3050,2970,3050,2460,27500,4060,20350,1220,38450,259000,1130,9580,951,1945,59033,11400.0,34500,6340.0,2260,1060,68300,27400,58600,4575,7290,18288,3630.0,22850,19900,2965,74000,8770,14200,11950,37900,133000,2964,12250
2018-08-20,11350,2326,13450,18800,104000,16450.0,41498,147500,7990,86257,2720,79400,13650,12779,18700,40350.0,32300,1010,13850,6810,8590,2705,4020,6560,84200,7360,21950,22550,6000,73400,101000,83300,74700,717000,3040,5630,60600,21400,272500,49600,27100,32200,794,4320,21500,10000,16200,2725,3276,129657,36976,11450,20900,23100,182000,1525,2655,7130,8360,3120,21800,22650,3000,2920,3085,2550,26600,4055,20650,1220,38600,259000,1146,9560,951,1925,58840,11850.0,34000,6370.0,2285,1060,68900,27750,58700,4600,7300,18244,3590.0,23000,19950,2960,74000,8640,14400,11800,37700,134500,2993,12300
2018-08-21,11450,2322,13500,18950,103000,16600.0,41589,152000,8030,84287,2755,79700,14200,12870,18600,42100.0,32250,1020,13750,6800,8660,2730,4090,6680,84000,7350,21850,23150,6100,73800,102500,83700,78400,714000,3035,5580,61800,21400,270000,49000,26900,32000,800,4420,21500,10000,16950,2735,3276,132015,37262,11750,20950,23050,181000,1510,2730,7110,8260,3170,21850,22850,3075,2875,3165,2535,27400,4150,20500,1215,38000,261500,1150,9730,970,1905,58261,12200.0,34600,6330.0,2295,1095,69600,27650,58600,4580,7300,18244,3595.0,22950,20300,2960,81400,8650,14150,12050,38100,132000,2989,12350
2018-08-22,11450,2314,13600,18350,100000,16750.0,41681,154500,8070,83893,2745,79900,13950,12825,18600,41500.0,32050,1005,13900,6680,8770,2540,4065,6660,83900,7290,21800,23100,6000,72500,100000,83300,79800,711000,3020,5560,61100,21600,270500,49450,27050,31450,793,4360,21850,10000,17100,2750,3276,131072,37644,11800,20300,22550,181500,1510,2715,7230,8280,3160,21750,23150,3200,2845,3120,2510,26600,4060,20300,1225,37200,263000,1196,9680,961,1900,58261,11900.0,34700,6300.0,2255,1095,69800,26850,58300,4585,7300,18511,3830.0,23000,19950,2905,82700,8570,13950,12100,38000,132500,2926,12150
2018-08-23,11700,2257,13650,18550,104000,16600.0,42139,157000,8080,85863,2715,79700,14350,12733,18250,42400.0,31650,996,14250,6560,8760,2505,4070,6550,83000,7100,21600,24950,5930,71200,98900,83400,81100,708000,3000,5510,63500,21250,271000,49200,27050,30500,874,4365,21750,10250,17250,2810,3345,128243,39695,11600,20050,22500,177500,1475,2715,7360,8190,3115,21700,22800,3015,2910,3160,2485,27600,4110,20100,1215,37550,261500,1202,9720,956,1890,59903,12050.0,34700,6290.0,2270,1100,68800,27500,58300,4540,7320,18422,3870.0,23250,20100,2865,83500,8820,14200,12050,37000,128000,2913,12100
2018-08-24,11400,2176,13700,18550,101500,16700.0,42139,154500,8090,85075,2705,80400,15100,12870,18250,43100.0,31250,985,14350,6710,8680,2550,4100,6600,83400,7080,21500,26500,5920,69000,100500,83600,81800,707000,3010,5570,63900,21350,270000,48800,26900,30750,860,4285,21600,10000,17250,2785,3290,126828,41031,12300,19650,22250,176000,1475,2740,7410,8100,3030,21850,22950,3130,2885,3280,2485,27000,4155,20050,1205,37650,260500,1182,9690,956,1915,67729,13000.0,34600,6310.0,2275,1080,68900,27450,57800,4480,7350,18511,3805.0,23450,20100,2905,83000,8850,14200,12050,37250,125500,2901,11950
2018-08-27,11450,2289,13550,18150,101500,16550.0,42322,154000,8030,84681,2645,79400,14900,12870,18150,43300.0,31500,939,14300,6750,8170,2560,4070,6600,83200,6980,21350,28000,6050,65800,102500,83400,83500,713000,2965,5570,60500,21200,266000,48500,26450,31200,889,4090,21750,9850,17300,2950,3276,127300,43130,11900,19250,21900,175500,1370,2760,7400,8000,3000,19500,23000,3105,2820,3345,2465,27100,4100,20050,1170,36250,258500,1120,9700,965,1880,68212,13050.0,31150,6280.0,2275,1075,69500,27050,58400,4440,7330,18555,3620.0,23650,20100,2875,88200,7890,14500,11800,38300,124500,2884,10900
2018-08-28,11650,2281,13350,18150,102000,16750.0,42047,153500,8000,88620,2645,82000,14700,12825,18250,47300.0,32000,957,13900,6830,8090,2580,4090,6580,83100,7030,21400,27300,6040,65600,102500,83900,82400,722000,3000,5770,60700,21650,267500,48500,26700,31350,884,4045,21700,9780,17700,2835,3262,127300,43226,11850,19250,22200,176500,1350,2760,7340,8370,3020,18950,22950,3105,2820,3340,2465,26400,4155,20250,1170,36950,257500,1112,9770,979,1890,71304,13050.0,29550,6230.0,2275,1080,69800,27000,58800,4535,7390,18866,3610.0,23700,20050,2945,87200,7600,14800,11950,38850,127500,2897,10450
2018-08-29,11600,2220,13300,17950,102000,16800.0,42414,153500,7860,91377,2625,82200,14750,12870,18200,45750.0,31850,962,14000,6840,8220,2640,4070,6570,83000,7070,20900,28400,6010,66300,103000,83800,82800,722000,2990,5960,59400,21500,266000,49350,26750,32100,899,4060,21400,9780,18250,2820,3290,127771,44132,11850,19000,22100,177500,1345,2795,7330,9630,3050,18400,22950,3080,2825,3335,2480,26200,4185,20400,1170,36600,260500,1106,9770,970,1880,75072,13050.0,29000,6190.0,2280,1080,68100,26800,58200,4495,7360,19178,3610.0,23550,20050,2965,88800,7410,14600,11900,39200,128500,2951,10500
2018-08-30,11600,2241,13400,18000,100000,16900.0,41956,153000,7990,92558,2620,82300,14450,12870,18050,45600.0,32150,955,13950,6950,8170,2600,4150,6600,84000,7050,20900,28500,6000,68200,102500,83900,82700,720000,2965,6300,60400,21700,261000,49050,26750,31750,888,4095,21550,10050,18300,2785,3276,124942,43703,11900,19800,21600,178500,1395,2785,7400,9680,3075,18850,22900,3085,2875,3335,2490,26600,4290,20600,1190,36950,259000,1086,9730,970,1880,73816,12950.0,29750,6250.0,2300,1070,65200,26800,59100,4525,7400,19178,3730.0,22750,20050,3000,87700,7660,14600,12050,38750,126500,2930,10800
2018-08-31,11600,2383,13750,18250,102000,16800.0,43788,154000,8000,92165,2655,81900,14800,12962,18200,45900.0,32050,951,13850,6970,8090,2585,4115,6650,83400,7010,20900,28800,6000,68100,105000,84100,83000,726000,2970,6580,60000,21800,265000,49250,26950,31850,878,4095,21000,10050,18350,2790,3331,124471,43942,11950,19400,21300,177500,1350,2800,7390,9360,3100,18900,22850,3200,2870,3345,2305,27200,4370,20750,1190,37200,259000,1074,9910,965,1870,73913,13000.0,29400,6390.0,2315,1075,66200,26600,59100,4480,7340,19890,3705.0,23200,19900,2980,88000,7780,14450,12050,39950,130000,2939,10700
2018-09-03,11550,2436,13600,18550,101500,16900.0,43696,152000,7990,94922,2655,81900,15100,13053,17750,44800.0,31800,960,13550,6840,8140,2570,4090,6570,83600,7040,21050,28350,6000,67300,104500,84000,80600,724000,2985,6420,60500,21600,264000,49050,26950,31600,863,4070,21000,10100,18400,2755,3290,124471,43703,12000,19700,21000,179000,1340,2785,7480,9330,3085,19700,22850,3165,2835,3295,2260,26600,4260,20550,1220,36800,269500,1094,9870,965,1875,71980,12850.0,30200,6410.0,2305,1075,66200,26900,59000,4475,7310,19845,3795.0,23250,20050,2955,84200,8030,14150,12150,39400,131500,2943,10950
2018-09-04,11450,2496,13500,18400,104000,16500.0,43696,148000,7970,94922,2670,82200,15150,13144,17550,45850.0,31600,964,13550,6860,8240,2550,4065,6570,83600,7190,21200,28100,6010,67600,103500,83900,81200,709000,3005,6390,61200,21750,262500,49200,27000,31600,866,4150,21500,10150,18400,2760,3290,125885,43464,11950,19750,21050,175000,1355,2800,7400,9210,3055,20250,23050,3245,2840,3320,2190,26950,4255,20150,1225,36850,266500,1126,9860,970,1900,77294,13250.0,33050,6390.0,2290,1075,66100,26500,58700,4620,7320,19934,3760.0,23300,20050,2975,86000,8350,14050,11950,40200,131500,2939,11550
2018-09-05,11400,2456,13500,18400,104500,16650.0,44063,152000,7970,95709,2650,80800,14900,13281,17600,44600.0,32200,973,13600,6770,8430,2575,4000,6580,83700,7050,21150,29200,5990,68700,104500,83700,80000,704000,2995,6230,61200,22100,260500,48900,27250,31500,879,4120,21500,10350,18450,2775,3372,124942,43369,12000,19350,21400,175500,1365,2750,7470,9130,3030,20000,22950,3220,2895,3315,2205,26800,4225,20350,1225,36950,264500,1110,9720,961,1905,83768,13000.0,33200,6450.0,2300,1075,66500,26400,58400,4880,7370,20023,3710.0,23200,19850,2975,85200,8350,14050,12000,41100,131500,2880,11500
2018-09-06,11500,2436,13150,18300,102000,16650.0,43605,155500,7920,98466,2840,81700,14650,13236,17400,43200.0,33650,960,13600,6750,8380,2570,3990,6470,83600,7390,21100,28150,5980,68700,107500,84000,78800,713000,3050,6200,60900,23200,260000,48600,27100,31400,865,4075,22100,10000,17850,2755,3427,125885,41938,12000,19500,21450,176000,1380,2755,7440,9110,3025,19350,22900,3115,3040,3245,2135,26400,4195,20050,1240,37050,270000,1128,9670,956,1910,83671,12850.0,31500,6470.0,2280,1075,66300,27300,58300,4805,7360,19801,3695.0,22750,19700,3045,84100,8230,13900,12200,40650,132000,2922,11250
2018-09-07,11450,2452,13250,18250,104500,16700.0,44154,161500,7940,100436,2825,82300,14800,13190,17550,43450.0,34250,948,13600,6840,8280,2590,3995,6460,83500,7300,21000,27400,5970,69100,109500,83800,75900,716000,3050,6680,63700,23700,267000,48100,27100,31350,871,4200,22050,10200,17800,2760,3400,125885,43083,12000,19400,21700,177000,1490,2780,7440,9380,3065,20200,22950,3125,2975,3215,2165,27500,4260,20150,1250,36950,276500,1150,9650,956,1935,82512,12600.0,32600,6420.0,2260,1095,66700,27050,58800,4925,7320,19534,3780.0,22200,18600,2970,81800,8740,14000,12100,40200,131000,2934,11500
2018-09-10,11400,2436,13250,18100,105000,16600.0,43879,167000,7910,99254,2860,84000,14850,13281,17300,43050.0,34000,960,13650,6820,8430,2585,4070,6780,84500,7490,21600,26550,5960,69100,107000,84000,76500,715000,3000,6850,68700,23400,263000,47850,27100,31700,864,4395,22400,10550,17200,2760,3331,125414,42653,11950,19500,21600,178500,1680,2790,7400,9530,3150,23300,23000,3120,3015,3215,2160,28150,4410,20200,1295,36400,275500,1204,9650,965,2000,79323,12650.0,36700,6420.0,2250,1105,66900,27100,58500,4945,7300,19222,3920.0,22200,18500,2980,82900,9280,14600,12150,40700,133000,2930,12250
2018-09-11,11550,2448,13200,17900,105000,16600.0,44063,165000,7930,107132,2975,84800,14900,13418,17250,44000.0,34050,960,13500,6760,8430,2625,4090,6930,84800,7430,21700,26850,5970,71600,110500,83800,76600,720000,3005,6840,68800,23800,260000,47900,27250,31200,883,4470,22200,10700,16800,2805,3386,125885,43130,11900,20150,21800,178000,1730,2800,7390,8780,3135,22900,23000,3145,3025,3260,2175,27950,4550,19900,1295,36500,278000,1182,9640,975,2015,80096,13100.0,34500,6480.0,2235,1160,67300,27500,58400,4955,7310,19400,3835.0,22300,19000,2980,84500,9160,14700,12500,40300,135000,2930,12000
2018-09-12,11600,2460,13350,17800,108500,16600.0,43788,166500,7930,107525,2965,84700,15000,13418,17400,44700.0,34400,944,13650,6760,8680,2620,4095,9000,84800,7300,21400,27150,5970,70200,110500,84200,75100,716000,3030,6690,68900,24300,261500,47850,27300,31400,883,4380,22050,10500,17150,2805,3345,125885,43846,12000,19950,21250,174500,1720,2800,7400,8940,3100,22600,23000,3105,3040,3235,2200,27900,4520,20000,1270,36050,280500,1156,9630,961,2020,78550,12950.0,34200,6580.0,2235,1150,66500,27000,58200,5100,7290,20513,3815.0,22350,19450,2980,82000,9160,14550,12500,40450,133500,2930,12200
